model_id,model,P_vector,model_average_fidelity,model_average_fidelity_gauge
20260213_143415_perturbed_22,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]]]","[0.616339, 0.111786, 0.41203]",0.846551,0.846551
20260213_143415_perturbed_23,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]]]","[0.802126, 0.278961, 0.502687]",0.904252,0.904252
20260213_143415_perturbed_24,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5+0j), (0.19219697996393978+0.46158457609926795j)], [(0.19219697996393978-0.46158457609926795j), (0.5+0j)]]]","[0.330367, 0.769775, 0.666252]",0.816143,0.816143
20260213_143415_perturbed_25,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]]]","[0.154496, 0.287893, 0.357671]",0.667036,0.667036
20260213_143415_perturbed_26,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5+0j), (0.24162300040047102-0.43774230510366924j)], [(0.24162300040047102+0.43774230510366924j), (0.5+0j)]]]","[0.286743, 0.060357, 0.195737]",0.800646,0.800646
20260213_143415_perturbed_27,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]]]","[0.61102, 0.184344, 0.299521]",0.894899,0.894899
20260213_143415_perturbed_28,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]]]","[0.102984, 0.26398, 0.36724]",0.640229,0.640229
20260213_143415_perturbed_29,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9431142065384853-0.050306042353426325j), (0.31541583242518406+0.09229164742026569j)], [(-0.07030738776941692-0.32103234533775443j), (-0.11526279224468144+0.9373951105035386j)]], [[(0.5+0j), (0.48365284596713287-0.12680664252275156j)], [(0.48365284596713287+0.12680664252275156j), (0.5+0j)]]]","[0.073128, 0.193277, 0.268801]",0.673828,0.673828
20260213_143415_perturbed_30,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]]]","[0.0, 0.925401, 0.076874]",0.669133,0.669133
20260213_143415_perturbed_31,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.5+0j), (0.4975482521879447-0.04945439055049937j)], [(0.4975482521879447+0.04945439055049937j), (0.5+0j)]]]","[0.060864, 0.884179, 0.235599]",0.604878,0.604878
20260213_143415_perturbed_32,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]]]","[0.616339, 0.587935, 0.536862]",0.803714,0.803714
20260213_143415_perturbed_33,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]]]","[0.802126, 0.408841, 0.647585]",0.861415,0.861415
20260213_143415_perturbed_34,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.5+0j), (0.19219697996393978+0.46158457609926795j)], [(0.19219697996393978-0.46158457609926795j), (0.5+0j)]]]","[0.330367, 0.397754, 0.488552]",0.773306,0.773306
20260213_143415_perturbed_35,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]]]","[0.154496, 0.77573, 0.283423]",0.624199,0.624199
20260213_143415_perturbed_36,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.5+0j), (0.24162300040047102-0.43774230510366924j)], [(0.24162300040047102+0.43774230510366924j), (0.5+0j)]]]","[0.286743, 0.902301, 0.293546]",0.757808,0.757808
20260213_143415_perturbed_37,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]]]","[0.61102, 0.661728, 0.473189]",0.852062,0.852062
20260213_143415_perturbed_38,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]]]","[0.102984, 0.819221, 0.287909]",0.597392,0.601152
20260213_143415_perturbed_39,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.8766198323055332+0.2837568951994944j), (0.12751951208736392-0.36709463095006184j)], [(0.3215853668996567-0.21818007661419228j), (0.5009610472650504+0.7733164520994891j)]], [[(0.5+0j), (0.48365284596713287-0.12680664252275156j)], [(0.48365284596713287+0.12680664252275156j), (0.5+0j)]]]","[0.073128, 0.914504, 0.228129]",0.630991,0.630991
20260213_143415_perturbed_40,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9659773095493649-0.1379012364560057j), (0.18993862398855918+0.10860205125599022j)], [(-0.09939374457500613-0.19491528918746834j), (-0.18394239608457608+0.9582766346431439j)]], [[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]]]","[0.0, 0.363977, 0.32552]",0.7211,0.7211
20260213_143415_perturbed_41,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9659773095493649-0.1379012364560057j), (0.18993862398855918+0.10860205125599022j)], [(-0.09939374457500613-0.19491528918746834j), (-0.18394239608457608+0.9582766346431439j)]], [[(0.5+0j), (0.4975482521879447-0.04945439055049937j)], [(0.4975482521879447+0.04945439055049937j), (0.5+0j)]]]","[0.060864, 0.208924, 0.460253]",0.656845,0.656845
20260213_143415_perturbed_42,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9659773095493649-0.1379012364560057j), (0.18993862398855918+0.10860205125599022j)], [(-0.09939374457500613-0.19491528918746834j), (-0.18394239608457608+0.9582766346431439j)]], [[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]]]","[0.616339, 0.109053, 0.333377]",0.855681,0.855681
20260213_143415_perturbed_43,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9659773095493649-0.1379012364560057j), (0.18993862398855918+0.10860205125599022j)], [(-0.09939374457500613-0.19491528918746834j), (-0.18394239608457608+0.9582766346431439j)]], [[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]]]","[0.802126, 0.294206, 0.357149]",0.913382,0.913382
20260213_143415_perturbed_44,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9659773095493649-0.1379012364560057j), (0.18993862398855918+0.10860205125599022j)], [(-0.09939374457500613-0.19491528918746834j), (-0.18394239608457608+0.9582766346431439j)]], [[(0.5+0j), (0.19219697996393978+0.46158457609926795j)], [(0.19219697996393978-0.46158457609926795j), (0.5+0j)]]]","[0.330367, 0.760346, 0.817445]",0.825273,0.825273
20260213_143415_perturbed_45,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9659773095493649-0.1379012364560057j), (0.18993862398855918+0.10860205125599022j)], [(-0.09939374457500613-0.19491528918746834j), (-0.18394239608457608+0.9582766346431439j)]], [[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]]]","[0.154496, 0.248681, 0.504921]",0.676166,0.676166
20260213_143415_perturbed_46,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9659773095493649-0.1379012364560057j), (0.18993862398855918+0.10860205125599022j)], [(-0.09939374457500613-0.19491528918746834j), (-0.18394239608457608+0.9582766346431439j)]], [[(0.5+0j), (0.24162300040047102-0.43774230510366924j)], [(0.24162300040047102+0.43774230510366924j), (0.5+0j)]]]","[0.286743, 0.037792, 0.19426]",0.809775,0.809775
20260213_143415_perturbed_47,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9659773095493649-0.1379012364560057j), (0.18993862398855918+0.10860205125599022j)], [(-0.09939374457500613-0.19491528918746834j), (-0.18394239608457608+0.9582766346431439j)]], [[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]]]","[0.61102, 0.188602, 0.166357]",0.904029,0.904029
20260213_143415_perturbed_48,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9659773095493649-0.1379012364560057j), (0.18993862398855918+0.10860205125599022j)], [(-0.09939374457500613-0.19491528918746834j), (-0.18394239608457608+0.9582766346431439j)]], [[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]]]","[0.102984, 0.230175, 0.526883]",0.649359,0.649359
20260213_143415_perturbed_49,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9659773095493649-0.1379012364560057j), (0.18993862398855918+0.10860205125599022j)], [(-0.09939374457500613-0.19491528918746834j), (-0.18394239608457608+0.9582766346431439j)]], [[(0.5+0j), (0.48365284596713287-0.12680664252275156j)], [(0.48365284596713287+0.12680664252275156j), (0.5+0j)]]]","[0.073128, 0.155993, 0.406853]",0.682958,0.682958
20260213_143415_perturbed_50,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]]]","[0.0, 0.225826, 0.668809]",0.680878,0.680878
20260213_143415_perturbed_51,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5+0j), (0.4975482521879447-0.04945439055049937j)], [(0.4975482521879447+0.04945439055049937j), (0.5+0j)]]]","[0.060864, 0.392375, 0.848858]",0.616623,0.616623
20260213_143415_perturbed_52,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]]]","[0.616339, 0.684773, 0.817272]",0.81546,0.81546
20260213_143415_perturbed_53,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]]]","[0.802126, 0.728922, 0.611769]",0.873161,0.873161
20260213_143415_perturbed_54,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5+0j), (0.19219697996393978+0.46158457609926795j)], [(0.19219697996393978-0.46158457609926795j), (0.5+0j)]]]","[0.330367, 0.109706, 0.350685]",0.785051,0.785051
20260213_143415_perturbed_55,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]]]","[0.154496, 0.265769, 0.79975]",0.635945,0.635945
20260213_143415_perturbed_56,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5+0j), (0.24162300040047102-0.43774230510366924j)], [(0.24162300040047102+0.43774230510366924j), (0.5+0j)]]]","[0.286743, 0.747876, 0.913917]",0.769554,0.769554
20260213_143415_perturbed_57,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]]]","[0.61102, 0.887343, 0.705176]",0.863807,0.863807
20260213_143415_perturbed_58,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]]]","[0.102984, 0.354865, 0.836652]",0.609138,0.609138
20260213_143415_perturbed_59,"[[[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5+0j), (0.48365284596713287-0.12680664252275156j)], [(0.48365284596713287+0.12680664252275156j), (0.5+0j)]]]","[0.073128, 0.452499, 0.885645]",0.642737,0.642737
